,2011,2012,2013,2014
Российская Федерация,
Всего,
сельское население,"184,7","197,8","176,1","172,1"
Дальневосточный Федеральный округ,
Всего,
все население,"11,1",11,"10,7","10,7"
городское население,"10,8","10,7","10,4","10,5"
сельское население,12,12,"11,6","11,6"
0,
все население,"8,3","9,7","9,5","8,1"
городское население,8,"9,2","9,1","7,6"
сельское население,"8,9","10,7","10,3","9,3"
1-4.,
все население,"0,5","0,6","0,4","0,5"
городское население,"0,3","0,6","0,3","0,5"
сельское население,1,"0,5","0,4","0,4"
5-9.,
все население,"0,3","0,3","0,2","0,2"
городское население,"0,3","0,3","0,2","0,2"
сельское население,"0,4","0,4","0,2","0,2"
10-14.,
все население,"0,4","0,3","0,3","0,3"
городское население,"0,3","0,2","0,2","0,2"
сельское население,"0,4","0,4","0,4","0,4"
15-19,
все население,"0,7","0,7","0,6","0,6"
городское население,"0,5","0,6","0,4","0,5"
сельское население,"1,4","1,1",1,"1,1"
20-24,
все население,"1,1","0,9","0,9","0,9"
городское население,"0,9","0,7","0,7","0,7"
сельское население,"1,7","1,8","1,7","1,8"
25-29.,
все население,"1,6","1,3","1,5","1,4"
городское население,"1,4","1,2","1,2","1,2"
сельское население,"2,4",2,"2,3","2,1"
30-34.,
все население,"2,8","2,4","2,3","2,1"
городское население,"2,6",2,2,"1,9"
сельское население,"3,6","3,8","3,5","2,9"
35-39.,
все население,"3,2","3,2","3,2","3,2"
городское население,3,3,3,3
сельское население,"4,1","3,8","4,1",4
40-44.,
все население,"4,3","4,2",4,"3,8"
городское население,4,"3,9","3,8","3,4"
сельское население,"5,3",5,"4,9","5,1"
45-49,
все население,"5,5","5,3","5,1","5,2"
городское население,"5,1","4,9","4,9",5
сельское население,"6,4","6,3","5,8","6,1"
50-54,
все население,"7,6","7,3","6,7","6,8"
городское население,"7,2","6,7","6,2","6,4"
сельское население,"8,7","8,9",8,"7,9"
55-59,
все население,"11,2","10,7","9,8","9,5"
городское население,"10,7",10,"9,1",9
сельское население,"12,8","12,9","11,9","11,1"
60-64,
все население,16,"15,1","14,2",14
городское население,"15,2","14,4","13,6","13,5"
сельское население,"18,8","17,7","16,2","15,5"
65-69,
все население,"23,7","21,8","20,7","20,5"
городское население,"22,6","20,7","19,7","19,9"
сельское население,"27,5","25,7","24,5","22,8"
70-74,
все население,"36,6",36,"33,6","34,4"
городское население,"34,9","34,6","32,6",33
сельское население,"42,2","40,8","36,8","39,3"
75-79,
все население,"60,8","58,7","54,8","54,3"
городское население,"58,1","56,8","53,6","52,9"
сельское население,"69,6","64,8","58,6","58,9"
80-84,
все население,105,"104,1","99,6","95,1"
городское население,"104,1","102,1","99,2","93,6"
сельское население,"108,2","110,9","100,9","100,1"
85 и старше,
все население,"196,1","187,2","189,8","184,6"
городское население,196,"185,7","187,8","184,2"
сельское население,"196,6","193,1","197,3",186
Республика Саха (Якутия),
Всего,
все население,"7,1","7,2","6,8","6,7"
городское население,"6,8",7,"6,5","6,4"
сельское население,"7,5","7,5","7,4","7,4"
0,
все население,"5,3","9,2","8,3","7,5"
городское население,"5,4","7,9","9,6","7,3"
сельское население,"5,2",11,"6,5","7,8"
1-4.,
все население,"0,4","0,7","0,4","0,4"
городское население,"0,2","0,8","0,3","0,7"
сельское население,"0,7","0,4","0,5","0,1"
5-9.,
все население,"0,2","0,3","0,2","0,2"
городское население,"0,1","0,3","0,3","0,2"
сельское население,"0,4","0,3",0,"0,1"
10-14.,
все население,"0,2","0,3","0,2","0,3"
городское население,"0,1","0,2","0,2","0,3"
сельское население,"0,4","0,4","0,2","0,2"
15-19,
все население,"0,7","0,6","0,6","0,8"
городское население,"0,4","0,5","0,4","0,5"
сельское население,"1,1","0,7",1,"1,4"
20-24,
все население,1,"1,1","0,8","0,5"
городское население,"0,8","0,7","0,6","0,4"
сельское население,"1,4",2,"1,4","0,7"
25-29.,
все население,"1,5","1,2","0,8","1,3"
городское население,"1,2","1,1","0,5","1,1"
сельское население,"2,2","1,6","1,5","1,7"
30-34.,
все население,"2,2","2,1","1,8","1,5"
городское население,2,"1,7","1,3","1,2"
сельское население,"2,5","2,9","2,8","2,1"
35-39.,
все население,"2,5","2,8","2,7","2,7"
городское население,"2,6","2,8","2,2","2,5"
сельское население,"2,2","2,8",4,"3,2"
40-44.,
все население,"3,4","2,6","2,9","2,4"
городское население,"2,9","2,3",3,"2,2"
сельское население,"4,4","3,1","2,7","2,8"
45-49,
все население,"4,9","4,6","3,8","4,5"
городское население,"4,9","4,3",4,"4,6"
сельское население,"4,8","5,1","3,5","4,5"
50-54,
все население,"7,3","6,1","5,8","5,6"
городское население,"6,6","6,2","5,3",5
сельское население,"8,6","5,8","6,7","6,6"
55-59,
все население,"9,8","9,2","8,6","8,4"
городское население,10,"8,8","7,5","8,3"
сельское население,"9,5",10,"10,7","8,7"
60-64,
все население,"15,4","14,9","14,5","13,3"
городское население,"15,1",16,"14,7","13,1"
сельское население,"16,2","12,7","14,1","13,6"
65-69,
все население,"22,8","21,6",21,"19,9"
городское население,"23,9","21,8","20,5","19,7"
сельское население,"20,5",21,"21,8","20,3"
70-74,
все население,"37,3","36,1","32,8","28,8"
городское население,"35,9","36,2","31,4",27
сельское население,"40,1","35,8",36,33
75-79,
все население,"55,5","64,2","60,1","56,4"
городское население,"48,1","56,3","57,3","53,9"
сельское население,"67,5",78,"65,3","61,4"
80-84,
все население,"91,5","99,7","86,6","92,3"
городское население,"88,3","98,1","83,2",89
сельское население,"96,9","102,4","92,2","97,6"
85 и старше,
все население,"191,3","173,7","171,5","152,6"
городское население,"179,3","178,3","169,1","141,7"
сельское население,"215,9","164,5","176,2","173,7"
Камчатский край,
Всего,
все население,"9,6","9,5","9,1","9,6"
