,2011,2012,2013,2014
сельское население,0,0,0,0
0,
все население,"4,9","5,2","4,9","4,5"
городское население,"4,9","5,2","4,9","4,5"
сельское население,0,0,0,0
1-4.,
все население,"0,4","0,4","0,2","0,3"
городское население,"0,4","0,4","0,2","0,3"
сельское население,0,0,0,0
5-9.,
все население,"0,2","0,2","0,3","0,2"
городское население,"0,2","0,2","0,3","0,2"
сельское население,0,0,0,0
10-14.,
все население,"0,3","0,2","0,2","0,3"
городское население,"0,3","0,2","0,2","0,3"
сельское население,0,0,0,0
15-19,
все население,"0,5","0,7","0,6","0,5"
городское население,"0,5","0,7","0,6","0,5"
сельское население,0,0,0,0
20-24,
все население,"1,2","1,2","1,1","1,1"
городское население,"1,2","1,2","1,1","1,1"
сельское население,0,0,0,0
25-29.,
все население,"2,7","2,4","2,1",2
городское население,"2,7","2,4","2,1",2
сельское население,0,0,0,0
30-34.,
все население,"5,5","4,9","4,8","4,2"
городское население,"5,5","4,9","4,8","4,2"
сельское население,0,0,0,0
35-39.,
все население,"6,3","6,5","6,2",6
городское население,"6,3","6,5","6,2",6
сельское население,0,0,0,0
40-44.,
все население,7,"6,7","6,5","6,5"
городское население,7,"6,7","6,5","6,5"
сельское население,0,0,0,0
45-49,
все население,"9,5","9,1","7,9","8,1"
городское население,"9,5","9,1","7,9","8,1"
сельское население,0,0,0,0
50-54,
все население,"13,9","12,7","11,5","11,1"
городское население,"13,9","12,7","11,5","11,1"
сельское население,0,0,0,0
55-59,
все население,"20,3","18,4","16,9","17,2"
городское население,"20,3","18,4","16,9","17,2"
сельское население,0,0,0,0
60-64,
все население,"29,2","27,6","25,8","25,6"
городское население,"29,2","27,6","25,8","25,6"
сельское население,0,0,0,0
65-69,
все население,"36,6","33,8","33,3","33,8"
городское население,"36,6","33,8","33,3","33,8"
сельское население,0,0,0,0
70-74,
все население,"51,5","52,2","49,2","46,2"
городское население,"51,5","52,2","49,2","46,2"
сельское население,0,0,0,0
75-79,
все население,71,"68,7","65,3","63,3"
городское население,71,"68,7","65,3","63,3"
сельское население,0,0,0,0
80-84,
все население,"104,6","105,9","102,9","91,8"
городское население,"104,6","105,9","102,9","91,8"
сельское население,0,0,0,0
85 и старше,
все население,"145,4","145,5","133,6","137,3"
городское население,"145,4","145,5","133,6","137,3"
сельское население,0,0,0,0
Южный Федеральный округ (с 2010 года),
Всего,
все население,"15,2","14,7","14,3","14,5"
городское население,"15,1","14,7","14,3","14,4"
сельское население,"15,3","14,7","14,3","14,6"
0,
все население,"7,8","8,9","8,5",8
городское население,"7,8","8,7","8,8","8,1"
сельское население,"7,8","9,2","8,1","7,9"
1-4.,
все население,"0,6","0,5","0,5","0,5"
городское население,"0,6","0,5","0,5","0,4"
сельское население,"0,7","0,5","0,5","0,5"
5-9.,
все население,"0,4","0,4","0,3","0,3"
городское население,"0,3","0,4","0,3","0,3"
сельское население,"0,4","0,5","0,3","0,4"
10-14.,
все население,"0,4","0,3","0,3","0,4"
городское население,"0,4","0,3","0,3","0,4"
сельское население,"0,4","0,4","0,4","0,4"
15-19,
все население,1,"0,9",1,1
городское население,"0,8","0,8","1,1","0,9"
сельское население,"1,3","1,2",1,"1,2"
20-24,
все население,2,2,"1,8","1,9"
городское население,"1,7","1,6","1,5","1,7"
сельское население,"2,6","2,6","2,4","2,4"
25-29.,
все население,"3,2","2,9","2,8","2,9"
городское население,"3,1","2,8","2,6","2,8"
сельское население,"3,3","3,1","3,1","3,1"
30-34.,
все население,"4,9","4,6","4,4","4,5"
городское население,"4,9","4,6","4,4","4,4"
сельское население,"4,9","4,4","4,4","4,6"
35-39.,
все население,"6,7","6,3",6,"6,2"
городское население,"6,8","6,3","6,1","6,1"
сельское население,"6,5","6,3","5,9","6,4"
40-44.,
все население,"8,6",8,"7,4","7,7"
городское население,"8,5","7,9","7,5","7,8"
сельское население,"8,6",8,"7,3","7,6"
45-49,
все население,"12,1","11,1","10,5","10,6"
городское население,"12,5","11,3","10,8",11
сельское население,"11,6","10,8",10,10
50-54,
все население,"16,1","15,2","14,4","14,4"
городское население,"16,5","15,5",15,"14,7"
сельское население,"15,5","14,7","13,6","13,9"
55-59,
все население,"22,6","21,3","20,5","20,6"
городское население,"22,7","21,9","21,3",21
сельское население,"22,5","20,4","19,3","20,1"
60-64,
все население,"32,2","30,4","29,9","29,6"
городское население,32,"30,6","29,9","29,6"
сельское население,"32,4","29,9","29,8","29,5"
65-69,
все население,42,"39,8","38,5","38,9"
городское население,"41,5","39,5","38,4","38,7"
сельское население,"43,1","40,3","38,8","39,1"
70-74,
все население,"62,5","62,3","59,9","58,8"
городское население,"61,3","61,2",59,"58,5"
сельское население,"64,4","63,8","61,4","59,4"
75-79,
все население,"87,7","84,1","80,8","82,1"
городское население,"85,5",84,"78,6","81,4"
сельское население,"91,2","84,1","84,2",83
80-84,
все население,"129,1","127,4","119,7",118
городское население,"126,2","125,6",118,"115,2"
сельское население,134,"130,2","122,5","122,5"
85 и старше,
все население,"182,4","178,8",175,178
